file,auth_keyword
201800299.json,C-terminal cross-linked telopeptide of type I collagen
201800299.json,epigenetic
201800299.json,microRNA-21
201800299.json,postmenopausal osteoporosis
201800299.json,procollagen type I N-terminal propeptide
201800300.json,Biorefinery
201800300.json,Process integration
201800300.json,Process synthesis
201800300.json,Pulp and paper industry
201800300.json,Superstructure optimization
201800301.json,China
201800301.json,healthcare utilization
201800301.json,rural residents
201800301.json,Smoking
201800302.json,coacervate
201800302.json,HVOCs
201800302.json,nonionic surfactant
201800302.json,octanol-water partition coefficient
201800302.json,vacuum stripping
201800303.json,caloinophyllin A
201800303.json,Calophyllum inophyllum
201800303.json,chromanone derivative
201800303.json,cytotoxicity
201800303.json,Guttiferae
201800307.json,Coral
201800307.json,Diversity
201800307.json,Microbiome
201800307.json,Microbiota
201800307.json,Reef
201800308.json,Cross-species amplification
201800308.json,Genetic variation
201800308.json,Microsatellite
201800308.json,Oyster
201800309.json,Antibacterial
201800309.json,Cell division
201800309.json,Ecteinascidin 770
201800309.json,Et770
201800309.json,FtsZ
201800309.json,Marine sponge
201800310.json,Jatropha curcas seed
201800310.json,Oil extraction
201800310.json,Phorbol esters
201800310.json,Surfactant
201800311.json,3d printing
201800311.json,Multi-spectral imaging
201800311.json,Spectral reproduction
201800312.json,Aboveground root
201800312.json,Bamboo seawall
201800312.json,Elevation change
201800312.json,Mangrove forest
201800312.json,Sedimentation rate
201800313.json,Acute pain
201800313.json,Cardiac surgery
201800313.json,Cold therapy
201800313.json,Pain management
201800314.json,16S rRNA gene sequence
201800314.json,Clostridium
201800314.json,Enterococcus
201800314.json,Lactobacillus
201800314.json,Succinic acid
201800315.json,Case studies
201800315.json,Problems
201800315.json,Public-private partnerships (PPP)
201800315.json,Transportation
201800315.json,Vietnam
201800316.json,Adaptive search
201800316.json,Martingale processes
201800316.json,Simulation optimization
201800317.json,erythrotoxicity
201800317.json,pharmacology/toxicology
201800317.json,teratogenicity
201800317.json,xanthone
201800317.json,zebrafish
201800317.json,α-Mangostin
201800318.json,Acute-on-chronic liver failure
201800318.json,Cirrhosis
201800318.json,Mortality
201800318.json,NGAL
201800318.json,Renal failure
201800319.json,Cardiovascular disease [CVD]
201800319.json,Carotid intima-media thickness [CIMT]
201800319.json,Common carotid artery [CCA]
201800319.json,Household air pollution
201800319.json,PM less than 10 micrometer [PM 10 ]
201800320.json,Adverse event
201800320.json,Allergic reactions
201800320.json,Anaphylactoid reactions
201800320.json,Anaphylaxis
201800320.json,Drug allergy
201800320.json,Perioperative
201800321.json,Laparoscopic IPOM
201800321.json,Laparoscopic ventral hernia repair
201800321.json,Postoperative seroma
201800322.json,IgA nephropathy
201800322.json,Lupus nephritis
201800322.json,Periostin
201800322.json,Renal function
201800322.json,Urinary biomarker
201800323.json,Benign
201800323.json,BI-RADS 3 and 4
201800323.json,Breast masses
201800323.json,Diagnostic accuracy
201800323.json,Malignant
201800323.json,Shear wave elastography
201800324.json,Albumin
201800324.json,Therapeutic plasma exchange
201800325.json,Dominant hemisphere
201800325.json,FMRI
201800325.json,Functional MRI
201800325.json,Language lateralization
201800325.json,LI
201800325.json,Right-handedness
201800325.json,Statistics
201800325.json,Thai
201800325.json,Threshold
201800326.json,Beyond Standard Model
201800326.json,Hadron-Hadron scattering (experiments)
201800326.json,Higgs physics
201800328.json,Hadron-Hadron scattering (experiments)
201800328.json,Higgs physics
201800328.json,Photon production
201800329.json,CO2 emissions
201800329.json,energy consumption
201800329.json,GDP growth
201800329.json,income per capita
201800329.json,population growth
201800330.json,Beyond Standard Model
201800330.json,Hadron-Hadron scattering (experiments)
201800330.json,Higgs physics
201800331.json,Aspergillus fumigatus
201800331.json,Cell wall
201800331.json,Glycogen
201800331.json,High-osmotic glycerol pathway
201800331.json,MpkC
201800331.json,Protein kinase A
201800331.json,SakA
201800331.json,Trehalose
201800332.json,Apigenin
201800332.json,Breast cancer
201800332.json,Cell cycle arrest
201800332.json,Necrosis
201800332.json,α-Mangostin
201800337.json,autoantibody
201800337.json,diagnosis
201800337.json,glutamic acid decarboxylase
201800337.json,insulinoma-2 antigen
201800337.json,type 1 diabetes mellitus
201800337.json,zinc transporter 8
201800338.json,Asclepiodoideae
201800338.json,corolline corona
201800338.json,Dischidia thaithongiae
201800338.json,limestone hill
201800338.json,southern Thailand
201800339.json,information security
201800339.json,microservices
201800339.json,network logging
201800339.json,scalability
201800340.json,Hadron-Hadron scattering (experiments)
201800340.json,Supersymmetry
201800341.json,Beyond Standard Model
201800341.json,Hadron-Hadron scattering (experiments)
201800341.json,Higgs physics
201800342.json,Hadron-Hadron scattering (experiments)
201800342.json,Higgs physics
201800343.json,ageing
201800343.json,dog
201800343.json,fibrosis
201800343.json,seminiferous tubule
201800343.json,testis
201800344.json,chitosan
201800344.json,gonadotropin-releasing hormone
201800344.json,spermatogonia
201800344.json,testis-mediated gene transfer
201800345.json,Hadron-Hadron scattering (experiments)
201800345.json,Jet physics
201800346.json,Solitons Monopoles and Instantons
201800346.json,Supersymmetric Effective Theories
201800346.json,Supersymmetry and Duality
201800347.json,Aluminum
201800347.json,Interpenetrating phase composite
201800347.json,Mechanical properties
201800347.json,Metallic foam
201800347.json,Microstructure
201800348.json,CMS
201800348.json,Cross section
201800348.json,Jets
201800348.json,LHC
201800348.json,Physics
201800348.json,Proton
201800348.json,Standard model
201800348.json,Z boson
201800349.json,Newly blues mothers
201800349.json,Postpartum blues
201800349.json,Progressive musclrelaxation
201800349.json,Self-Affirmation
201800349.json,Self-EAR program
201800349.json,Self-Empowerment
201800350.json,Hadron-Hadron scattering (experiments)
201800350.json,Supersymmetry
201800351.json,Brucellosis
201800351.json,Multiple species
201800351.json,Outbreak
201800351.json,Ruminant farm
201800353.json,atrial fibrillation
201800353.json,cardiac
201800353.json,heart
201800353.json,meta-analysis
201800353.json,transplant
201800353.json,transplantation
201800354.json,Beyond Standard Model
201800354.json,Hadron-Hadron scattering (experiments)
201800356.json,Acrylic resin
201800356.json,Flexural strength
201800356.json,Microhardness
201800356.json,Water solubility
201800356.json,Water sorption
201800357.json,b hadrons
201800357.json,CMS
201800357.json,Experimental results
201800357.json,Hadron spectroscopy
201800357.json,Heavy flavour spectroscopy
201800357.json,Physics
201800360.json,Apoptosis
201800360.json,Dendrobium venustum
201800360.json,Lung cancer
201800360.json,Phoyunnanin E
201800361.json,adverse events
201800361.json,behavior
201800361.json,knowledge
201800361.json,laser treatment
201800361.json,sun protection
201800363.json,Antero-posterior diameter change
201800363.json,Body position
201800363.json,Chest wall motion
201800363.json,Medio-lateral diameter change
201800363.json,Meta-analysis
201800363.json,Volume variation
201800365.json,DNA damage
201800365.json,DNA lesions
201800365.json,Epigenetics
201800365.json,RIND-EDSBs
201800365.json,Senescence
201800366.json,Actinobacteria
201800366.json,Lichen
201800366.json,Polyphasic taxonomy
201800366.json,Streptomyces
201800367.json,adult-onset systemic lupus erythematosus
201800367.json,childhood-onset systemic lupus erythematosus
201800367.json,Cutaneous lupus erythematosus
201800367.json,juvenile-onset systemic lupus erythematosus
201800367.json,systemic involvement
201800367.json,systemic lupus erythematosus
201800368.json,Akt
201800368.json,Calmodulin-regulated spectrin-associated protein 3
201800368.json,CAMSAP3
201800368.json,Cell migration
201800368.json,EMT
201800368.json,Epithelial-to-mesenchymal transition
201800368.json,Protein kinase B
201800368.json,Tubulin acetylation
201800369.json,Angiotensin
201800369.json,Candesartan
201800369.json,ERK
201800369.json,IL-2
201800369.json,T-lymphocyte
201800371.json,Antimicrobial resistance
201800371.json,Australia
201800371.json,Genetics
201800371.json,ST1
201800371.json,Streptococcus suis
201800372.json,acute kidney injury
201800372.json,chronic kidney disease
201800372.json,nephrolithiasis
201800372.json,oxalate nephropathy
201800372.json,oxalosis
201800372.json,secondary oxalosis
201800373.json,Hydrogen
201800373.json,Methyl orange
201800373.json,Photocatalysis
201800373.json,Silver
201800373.json,TiO2
201800374.json,Cadmium
201800374.json,Electrochemical sensor
201800374.json,Graphene
201800374.json,Lead
201800374.json,Nanocomposite
201800374.json,Zinc oxide nanorod
201800375.json,Bone
201800375.json,DNA
201800375.json,Environments
201800375.json,Polymerase chain reaction
201800375.json,Teeth
201800377.json,arterioportal fistula
201800377.json,arterioportal malformation
201800377.json,congenital vascular anomaly
201800378.json,Hadron-Hadron scattering (experiments)
201800378.json,Higgs physics
201800379.json,5′ RACE
201800379.json,Cassava
201800379.json,Isoamylase 3
201800379.json,Recombinant MeISA3
201800379.json,Starch debranching enzyme
201800381.json,bilateral
201800381.json,height-width ratio
201800381.json,lateral pillar
201800381.json,Perthes
201800382.json,Arginine
201800382.json,Birth weight
201800382.json,Colostrum
201800382.json,Daily gain
201800382.json,Immunoglobulin
201800383.json,Heat shock factor
201800383.json,Heat shock protein
201800383.json,Penaeus monodon
201800383.json,Shrimp immunity
201800383.json,Thermal stress
201800385.json,Penaeus monodon
201800385.json,Plasmolipin
201800385.json,Transmembrane protein
201800385.json,Yellow head virus
201800387.json,1-butanol tolerance
201800387.json,Bacillus subtilis
201800387.json,Glycerolipids
201800387.json,Liquid chromatography–mass spectrometry
201800387.json,Membrane lipids
201800387.json,Phospholipids
201800388.json,Bio-based surfactant
201800388.json,Castor oil
201800388.json,Makeup remover
201800388.json,Microemulsion
201800388.json,Sunflower oil
201800389.json,Bayesian estimation
201800389.json,collision resolution
201800389.json,tag
201800389.json,tree
201800391.json,Bladed mixer
201800391.json,Granular material
201800391.json,Impeller torque
201800391.json,Particulate flow regime
201800391.json,Shear rate
201800392.json,2-propanol
201800392.json,Adsorption
201800392.json,Density functional theory
201800392.json,Ethanol
201800392.json,Hematite
201800392.json,In situ FTIR spectroscopy
201800392.json,Methanol
201800392.json,Temperature programmed desorption
201800392.json,α-Fe2O3
201800393.json,CP22
201800393.json,Photosynthesis
201800393.json,Rice
201800393.json,Salt stress
201800393.json,Salt tolerance gene
201800394.json,Brain
201800394.json,Brainstem hypoplasia
201800394.json,Cerebellar hypoplasia
201800394.json,Children
201800394.json,Congenital melanocytic nevus
201800394.json,Magnetic resonance imaging
201800394.json,Melanosis
201800394.json,Neurocutaneous melanosis
201800395.json,multi-class classification
201800395.json,one-versus-one
201800395.json,Support vector machine (SVM)
201800395.json,Universum support vector machine (USVM)
201800396.json,Cellulose
201800396.json,Congo red adsorption
201800396.json,Fe3O4
201800396.json,Newspaper waste
201800397.json,calcification
201800397.json,enamel
201800397.json,mineralisation
201800397.json,periodontium
201800397.json,proliferation
201800397.json,stress fibre
201800398.json,Antioxidant activity
201800398.json,DFT calculation
201800398.json,DPPH (PubChem CID 2735032)
201800398.json,DPPH assay
201800398.json,Ethanol (PubChem CID 702)
201800398.json,Hydroxytyrosol (PubChem CID 82755)
201800398.json,Oleuropein (PubChem CID 5281544)
201800398.json,Olive oleuropein
201800398.json,Tyrosol (PubChem CID 10393)
201800398.json,X-ray analysis
201800398.json,β-Cyclodextrin
201800398.json,β-Cyclodextrin (PubChem CID 444041)
201800399.json,Bystin1
201800399.json,Gene expression
201800399.json,Ovarian development
201800399.json,Penaeus monodon
201800399.json,Protein expression
201800400.json,Glycerol
201800400.json,Glycerol kinase
201800400.json,Lipids
201800400.json,Methyl esters
201800400.json,Oxidative stress
201800400.json,Synechocystis sp.
201800401.json,Next generation attenuation model
201800401.json,Northern Thailand
201800401.json,Peak ground acceleration
201800401.json,Seismic response analysis
201800401.json,Tarlay earthquake
201800402.json,Artemisinin combination therapy
201800402.json,Chloroquine resistance
201800402.json,Exon 2
201800402.json,Intron
201800402.json,Malaria
201800402.json,Pfcrt
201800402.json,Plasmodium falciparum
201800402.json,Thailand
201800404.json,Gene expression
201800404.json,Growth
201800404.json,Penaeus monodon
